question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_best_quadrant,trace_contamination_quadrant,trace_usable_holes,trace_crack_orientation,trace_dominant_ice,trace_fiducial_count
raw_q_e843458ce0459e,raw_grid_00126,images/raw_grid_00126.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,low_dose,square,standard,lower_left,upper_left,12,none,thin,1
raw_q_ba9c5d2f08b2b7,raw_grid_00127,images/raw_grid_00127.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,clear,square,standard,lower_left,lower_left,0,none,thick,1
raw_q_90fb6165147484,raw_grid_00127,images/raw_grid_00127.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,medium,clear,square,standard,lower_left,lower_left,0,none,thick,1
raw_q_eea09bc9f3289a,raw_grid_00127,images/raw_grid_00127.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,medium,clear,square,standard,lower_left,lower_left,0,none,thick,1
raw_q_6405c12a1c0262,raw_grid_00128,images/raw_grid_00128.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,easy,clear,square,standard,lower_left,lower_right,15,vertical,medium,0
raw_q_ad00ae8d693c16,raw_grid_00128,images/raw_grid_00128.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,standard,lower_left,lower_right,15,vertical,medium,0
raw_q_c95100cf428b55,raw_grid_00128,images/raw_grid_00128.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,easy,clear,square,standard,lower_left,lower_right,15,vertical,medium,0
raw_q_c326932c56e791,raw_grid_00129,images/raw_grid_00129.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,medium,low_dose,square,standard,lower_right,lower_left,8,none,mixed,3
raw_q_917d6a0ef4aaca,raw_grid_00129,images/raw_grid_00129.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,medium,low_dose,square,standard,lower_right,lower_left,8,none,mixed,3
raw_q_f3224c3a446176,raw_grid_00129,images/raw_grid_00129.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,low_dose,square,standard,lower_right,lower_left,8,none,mixed,3
raw_q_87912c1d979cab,raw_grid_00130,images/raw_grid_00130.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,easy,clear,offset,beam_gradient,lower_right,upper_right,14,horizontal,medium,1
raw_q_008aa44923ba02,raw_grid_00130,images/raw_grid_00130.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,easy,clear,offset,beam_gradient,lower_right,upper_right,14,horizontal,medium,1
raw_q_abcce932b1ce53,raw_grid_00130,images/raw_grid_00130.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,offset,beam_gradient,lower_right,upper_right,14,horizontal,medium,1
raw_q_29a3e77f501e13,raw_grid_00131,images/raw_grid_00131.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,standard,lower_right,lower_right,14,horizontal,medium,2
raw_q_812c7fa66ac62e,raw_grid_00131,images/raw_grid_00131.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,easy,clear,square,standard,lower_right,lower_right,14,horizontal,medium,2
raw_q_b8809e495bdfc1,raw_grid_00131,images/raw_grid_00131.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,easy,clear,square,standard,lower_right,lower_right,14,horizontal,medium,2
raw_q_26b4c7ab881d39,raw_grid_00132,images/raw_grid_00132.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,medium,clear,square,beam_gradient,lower_left,lower_right,6,vertical,mixed,4
raw_q_2e8e28e7f9e5e4,raw_grid_00132,images/raw_grid_00132.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,clear,square,beam_gradient,lower_left,lower_right,6,vertical,mixed,4
raw_q_9b6a2b5deeb1d3,raw_grid_00132,images/raw_grid_00132.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,medium,clear,square,beam_gradient,lower_left,lower_right,6,vertical,mixed,4
raw_q_cef7752e0bd86b,raw_grid_00133,images/raw_grid_00133.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,low_dose,offset,standard,upper_right,upper_left,6,horizontal,mixed,0
raw_q_51129fbfa18d84,raw_grid_00133,images/raw_grid_00133.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,medium,low_dose,offset,standard,upper_right,upper_left,6,horizontal,mixed,0
raw_q_2f484a6a7ba04a,raw_grid_00133,images/raw_grid_00133.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,B,medium,low_dose,offset,standard,upper_right,upper_left,6,horizontal,mixed,0
raw_q_0e88950e06f123,raw_grid_00134,images/raw_grid_00134.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,medium,frosty,offset,ice_rings,upper_left,lower_right,8,none,mixed,2
raw_q_691187cac5c745,raw_grid_00134,images/raw_grid_00134.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,medium,frosty,offset,ice_rings,upper_left,lower_right,8,none,mixed,2
raw_q_f5416f450779d8,raw_grid_00134,images/raw_grid_00134.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,medium,frosty,offset,ice_rings,upper_left,lower_right,8,none,mixed,2
raw_q_55862e9a176a5d,raw_grid_00135,images/raw_grid_00135.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,easy,frosty,square,beam_gradient,lower_left,upper_left,0,none,thick,2
raw_q_e137167473c48b,raw_grid_00135,images/raw_grid_00135.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,easy,frosty,square,beam_gradient,lower_left,upper_left,0,none,thick,2
raw_q_f8b945259daa5c,raw_grid_00135,images/raw_grid_00135.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,easy,frosty,square,beam_gradient,lower_left,upper_left,0,none,thick,2
raw_q_151de9e23129c1,raw_grid_00136,images/raw_grid_00136.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,clear,square,standard,lower_right,upper_left,8,vertical,mixed,4
raw_q_f3f3bade54d5b9,raw_grid_00136,images/raw_grid_00136.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,medium,clear,square,standard,lower_right,upper_left,8,vertical,mixed,4
raw_q_01d60cf8a2fb52,raw_grid_00136,images/raw_grid_00136.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,clear,square,standard,lower_right,upper_left,8,vertical,mixed,4
raw_q_3004c30b5b201c,raw_grid_00137,images/raw_grid_00137.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,medium,frosty,offset,standard,lower_left,upper_right,15,none,thin,0
raw_q_fe98f810e1457b,raw_grid_00137,images/raw_grid_00137.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,frosty,offset,standard,lower_left,upper_right,15,none,thin,0
raw_q_ef5d60150c2623,raw_grid_00137,images/raw_grid_00137.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,A,medium,frosty,offset,standard,lower_left,upper_right,15,none,thin,0
raw_q_251c670ae92ad6,raw_grid_00138,images/raw_grid_00138.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,easy,clear,offset,beam_gradient,upper_left,upper_right,10,none,mixed,0
raw_q_cc46ef1248384e,raw_grid_00138,images/raw_grid_00138.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,easy,clear,offset,beam_gradient,upper_left,upper_right,10,none,mixed,0
raw_q_f003eb27c502d6,raw_grid_00138,images/raw_grid_00138.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,offset,beam_gradient,upper_left,upper_right,10,none,mixed,0
raw_q_3911abedf19761,raw_grid_00139,images/raw_grid_00139.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,standard,lower_left,lower_right,14,none,medium,1
raw_q_4dd8954b8143a1,raw_grid_00139,images/raw_grid_00139.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,easy,clear,square,standard,lower_left,lower_right,14,none,medium,1
raw_q_77dd4ce34d77c3,raw_grid_00139,images/raw_grid_00139.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,easy,clear,square,standard,lower_left,lower_right,14,none,medium,1
raw_q_f6ac0605621616,raw_grid_00140,images/raw_grid_00140.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,B,easy,frosty,square,standard,upper_right,lower_right,9,none,mixed,2
raw_q_086e4c7eb5c078,raw_grid_00140,images/raw_grid_00140.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,easy,frosty,square,standard,upper_right,lower_right,9,none,mixed,2
raw_q_d1e50904284066,raw_grid_00140,images/raw_grid_00140.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,easy,frosty,square,standard,upper_right,lower_right,9,none,mixed,2
raw_q_eac86c47090e1c,raw_grid_00141,images/raw_grid_00141.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,hard,low_dose,square,ice_rings,lower_left,upper_left,0,vertical,thick,1
raw_q_726740c46818de,raw_grid_00141,images/raw_grid_00141.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,hard,low_dose,square,ice_rings,lower_left,upper_left,0,vertical,thick,1
raw_q_f3f5a63b612878,raw_grid_00141,images/raw_grid_00141.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,low_dose,square,ice_rings,lower_left,upper_left,0,vertical,thick,1
raw_q_6c82acbbcc3bdd,raw_grid_00142,images/raw_grid_00142.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,medium,frosty,compressed,standard,lower_left,lower_right,10,horizontal,medium,4
raw_q_4c2dfc49c7ab62,raw_grid_00142,images/raw_grid_00142.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,frosty,compressed,standard,lower_left,lower_right,10,horizontal,medium,4
raw_q_e0db46ac9b2d2f,raw_grid_00142,images/raw_grid_00142.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,frosty,compressed,standard,lower_left,lower_right,10,horizontal,medium,4
raw_q_e7f714f001700a,raw_grid_00143,images/raw_grid_00143.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,medium,clear,square,carbon_shadow,lower_right,upper_right,10,vertical,thin,0
raw_q_8f75d330664ef1,raw_grid_00143,images/raw_grid_00143.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,medium,clear,square,carbon_shadow,lower_right,upper_right,10,vertical,thin,0
raw_q_75fbbb9f52a526,raw_grid_00143,images/raw_grid_00143.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,clear,square,carbon_shadow,lower_right,upper_right,10,vertical,thin,0
raw_q_6fe5bcb0d8ebdf,raw_grid_00144,images/raw_grid_00144.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,medium,clear,square,ice_rings,lower_left,upper_left,13,vertical,thin,2
raw_q_3fd049b983f4ab,raw_grid_00144,images/raw_grid_00144.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,medium,clear,square,ice_rings,lower_left,upper_left,13,vertical,thin,2
raw_q_6e5ee2d8803884,raw_grid_00144,images/raw_grid_00144.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,clear,square,ice_rings,lower_left,upper_left,13,vertical,thin,2
raw_q_4e99cc59cc9ea3,raw_grid_00145,images/raw_grid_00145.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,crowded,square,standard,lower_left,upper_left,0,diagonal,thick,0
raw_q_9642b886bd0486,raw_grid_00145,images/raw_grid_00145.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,medium,crowded,square,standard,lower_left,upper_left,0,diagonal,thick,0
raw_q_fa5dc387ca9714,raw_grid_00145,images/raw_grid_00145.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,A,medium,crowded,square,standard,lower_left,upper_left,0,diagonal,thick,0
raw_q_0b2bc7d14a43fe,raw_grid_00146,images/raw_grid_00146.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,medium,crowded,offset,standard,upper_left,lower_left,12,horizontal,thin,4
raw_q_722baf529b27cb,raw_grid_00146,images/raw_grid_00146.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,crowded,offset,standard,upper_left,lower_left,12,horizontal,thin,4
raw_q_97707ce49a17e8,raw_grid_00146,images/raw_grid_00146.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,crowded,offset,standard,upper_left,lower_left,12,horizontal,thin,4
raw_q_e2d86de1278a4f,raw_grid_00147,images/raw_grid_00147.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,medium,clear,compressed,beam_gradient,lower_left,lower_left,0,horizontal,thick,2
raw_q_f59db3bb10a789,raw_grid_00147,images/raw_grid_00147.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,medium,clear,compressed,beam_gradient,lower_left,lower_left,0,horizontal,thick,2
raw_q_1889e1573ca34c,raw_grid_00147,images/raw_grid_00147.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,medium,clear,compressed,beam_gradient,lower_left,lower_left,0,horizontal,thick,2
raw_q_e02dac9c9911fa,raw_grid_00148,images/raw_grid_00148.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,easy,clear,square,standard,lower_left,upper_left,9,none,mixed,2
raw_q_fac49e9f868ddc,raw_grid_00148,images/raw_grid_00148.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,easy,clear,square,standard,lower_left,upper_left,9,none,mixed,2
raw_q_8957f7eb52a0f8,raw_grid_00148,images/raw_grid_00148.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,easy,clear,square,standard,lower_left,upper_left,9,none,mixed,2
raw_q_fdc4113f7b4cf4,raw_grid_00149,images/raw_grid_00149.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,medium,crowded,compressed,standard,lower_left,upper_right,11,horizontal,thin,0
raw_q_6466cb6d53a5bf,raw_grid_00149,images/raw_grid_00149.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,crowded,compressed,standard,lower_left,upper_right,11,horizontal,thin,0
raw_q_ec8aea2530b7c4,raw_grid_00149,images/raw_grid_00149.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,crowded,compressed,standard,lower_left,upper_right,11,horizontal,thin,0
raw_q_23ae047efc0aa8,raw_grid_00150,images/raw_grid_00150.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,crowded,square,beam_gradient,upper_left,upper_right,10,diagonal,medium,3
raw_q_b8800b21fd3674,raw_grid_00150,images/raw_grid_00150.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,crowded,square,beam_gradient,upper_left,upper_right,10,diagonal,medium,3
raw_q_5f1ae226779443,raw_grid_00150,images/raw_grid_00150.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,medium,crowded,square,beam_gradient,upper_left,upper_right,10,diagonal,medium,3
raw_q_e1f4e927920971,raw_grid_00151,images/raw_grid_00151.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,hard,crowded,compressed,beam_gradient,lower_right,upper_left,9,none,thin,1
raw_q_cc9306fcc13a93,raw_grid_00151,images/raw_grid_00151.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,hard,crowded,compressed,beam_gradient,lower_right,upper_left,9,none,thin,1
raw_q_4ef99557871fd4,raw_grid_00151,images/raw_grid_00151.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,hard,crowded,compressed,beam_gradient,lower_right,upper_left,9,none,thin,1
raw_q_303426c361652d,raw_grid_00152,images/raw_grid_00152.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,easy,clear,offset,standard,lower_right,lower_left,15,diagonal,thin,1
raw_q_0d54aa745e01f8,raw_grid_00152,images/raw_grid_00152.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,easy,clear,offset,standard,lower_right,lower_left,15,diagonal,thin,1
raw_q_a4c82c60bc4950,raw_grid_00152,images/raw_grid_00152.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,easy,clear,offset,standard,lower_right,lower_left,15,diagonal,thin,1
raw_q_0eb4ed1d6449be,raw_grid_00153,images/raw_grid_00153.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,easy,clear,compressed,ice_rings,lower_right,upper_right,12,horizontal,thin,2
raw_q_a337a04fdfa82e,raw_grid_00153,images/raw_grid_00153.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,compressed,ice_rings,lower_right,upper_right,12,horizontal,thin,2
raw_q_8f158759c5696e,raw_grid_00153,images/raw_grid_00153.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,easy,clear,compressed,ice_rings,lower_right,upper_right,12,horizontal,thin,2
raw_q_d7ea5c75a6de9c,raw_grid_00154,images/raw_grid_00154.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,frosty,offset,standard,lower_left,lower_right,0,vertical,thick,0
raw_q_2502347f4d7d72,raw_grid_00154,images/raw_grid_00154.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,medium,frosty,offset,standard,lower_left,lower_right,0,vertical,thick,0
raw_q_003cf5193d108b,raw_grid_00154,images/raw_grid_00154.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,A,medium,frosty,offset,standard,lower_left,lower_right,0,vertical,thick,0
raw_q_b4cc97fae59564,raw_grid_00155,images/raw_grid_00155.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,medium,frosty,square,beam_gradient,lower_left,lower_right,13,diagonal,medium,3
raw_q_852491e261a14a,raw_grid_00155,images/raw_grid_00155.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,medium,frosty,square,beam_gradient,lower_left,lower_right,13,diagonal,medium,3
raw_q_3a0bb32a3377d4,raw_grid_00155,images/raw_grid_00155.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,frosty,square,beam_gradient,lower_left,lower_right,13,diagonal,medium,3
raw_q_e35427e9245f79,raw_grid_00156,images/raw_grid_00156.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,hard,crowded,square,beam_gradient,upper_left,lower_right,5,horizontal,mixed,1
raw_q_246c1e85b72e6c,raw_grid_00156,images/raw_grid_00156.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,hard,crowded,square,beam_gradient,upper_left,lower_right,5,horizontal,mixed,1
raw_q_ae37d2440d0413,raw_grid_00156,images/raw_grid_00156.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,hard,crowded,square,beam_gradient,upper_left,lower_right,5,horizontal,mixed,1
raw_q_21955d67627214,raw_grid_00157,images/raw_grid_00157.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,low_dose,square,carbon_shadow,lower_left,upper_left,10,vertical,thin,3
raw_q_e3b50e2613ae14,raw_grid_00157,images/raw_grid_00157.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,hard,low_dose,square,carbon_shadow,lower_left,upper_left,10,vertical,thin,3
raw_q_ba137efd8ee33a,raw_grid_00157,images/raw_grid_00157.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,hard,low_dose,square,carbon_shadow,lower_left,upper_left,10,vertical,thin,3
raw_q_d306ae217c685d,raw_grid_00158,images/raw_grid_00158.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,low_dose,offset,standard,lower_left,lower_left,0,vertical,thick,2
raw_q_aa5ef99251723f,raw_grid_00158,images/raw_grid_00158.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,low_dose,offset,standard,lower_left,lower_left,0,vertical,thick,2
raw_q_4577ba404fba00,raw_grid_00158,images/raw_grid_00158.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,medium,low_dose,offset,standard,lower_left,lower_left,0,vertical,thick,2
raw_q_4324771d0eee8a,raw_grid_00159,images/raw_grid_00159.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,crowded,square,beam_gradient,lower_left,upper_right,7,diagonal,mixed,1
raw_q_e1d981b9620b8a,raw_grid_00159,images/raw_grid_00159.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,hard,crowded,square,beam_gradient,lower_left,upper_right,7,diagonal,mixed,1
raw_q_edc92d3b3d4e4b,raw_grid_00159,images/raw_grid_00159.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,hard,crowded,square,beam_gradient,lower_left,upper_right,7,diagonal,mixed,1
raw_q_3abc4dfce54659,raw_grid_00160,images/raw_grid_00160.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,easy,clear,compressed,standard,lower_left,lower_right,14,diagonal,medium,2
raw_q_ecbfccea0079c9,raw_grid_00160,images/raw_grid_00160.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,compressed,standard,lower_left,lower_right,14,diagonal,medium,2
raw_q_c201a7db0e9808,raw_grid_00160,images/raw_grid_00160.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,easy,clear,compressed,standard,lower_left,lower_right,14,diagonal,medium,2
raw_q_47f7eb27e5c182,raw_grid_00161,images/raw_grid_00161.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,low_dose,offset,standard,lower_left,lower_right,8,none,medium,1
raw_q_8dd66b7aa43df8,raw_grid_00161,images/raw_grid_00161.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,hard,low_dose,offset,standard,lower_left,lower_right,8,none,medium,1
raw_q_746422046cde2f,raw_grid_00161,images/raw_grid_00161.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,hard,low_dose,offset,standard,lower_left,lower_right,8,none,medium,1
raw_q_7f0352621b1d89,raw_grid_00162,images/raw_grid_00162.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,medium,low_dose,square,standard,upper_left,lower_right,11,vertical,medium,1
raw_q_bbcfeebe2c2f21,raw_grid_00162,images/raw_grid_00162.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,low_dose,square,standard,upper_left,lower_right,11,vertical,medium,1
raw_q_7059d35619d48f,raw_grid_00162,images/raw_grid_00162.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,low_dose,square,standard,upper_left,lower_right,11,vertical,medium,1
raw_q_8cb8ffc6aaa06f,raw_grid_00163,images/raw_grid_00163.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,clear,square,beam_gradient,lower_right,upper_left,10,none,thin,1
raw_q_c9ab8b026504f0,raw_grid_00163,images/raw_grid_00163.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,medium,clear,square,beam_gradient,lower_right,upper_left,10,none,thin,1
raw_q_71813968e513bf,raw_grid_00163,images/raw_grid_00163.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,clear,square,beam_gradient,lower_right,upper_left,10,none,thin,1
raw_q_1a9497a6b7ddc5,raw_grid_00164,images/raw_grid_00164.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,medium,low_dose,offset,ice_rings,lower_left,upper_right,9,diagonal,mixed,1
raw_q_726be8b230681d,raw_grid_00164,images/raw_grid_00164.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,low_dose,offset,ice_rings,lower_left,upper_right,9,diagonal,mixed,1
raw_q_0ce1f9828d27ed,raw_grid_00164,images/raw_grid_00164.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,medium,low_dose,offset,ice_rings,lower_left,upper_right,9,diagonal,mixed,1
raw_q_0dc58ccdcb8603,raw_grid_00165,images/raw_grid_00165.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,hard,frosty,square,ice_rings,lower_left,upper_left,8,vertical,mixed,2
raw_q_4cb7ae8424b73c,raw_grid_00165,images/raw_grid_00165.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,frosty,square,ice_rings,lower_left,upper_left,8,vertical,mixed,2
raw_q_d456a9090a4c84,raw_grid_00165,images/raw_grid_00165.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,hard,frosty,square,ice_rings,lower_left,upper_left,8,vertical,mixed,2
raw_q_60cab83e1a6243,raw_grid_00166,images/raw_grid_00166.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,crowded,square,ice_rings,lower_left,upper_left,0,none,thick,2
